description,category,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
 allrades,raw,Beef,100,244,18,7.3,91,62,80.3,10,0,4.331,0.553,0.139,0.07,0,0,0,0,0,0,0,1.65,0.456,0,0.4,0.4,1.6,17,0.081,1.67,19,0.011,174,290,20.3,4.54,19.23,1.142,1.214,1.711,0.242,2.819,1.144,0.599,0.197,0.854,1.494,1.587,0.4890.742,0.895,0.74,0.75,0.123,0.598,0.932,0,0,0,0,0,0,0,0,0,17.98,7.254,7.697,0.684,91,0,0.86,0,0,62.33,,
 select,raw,Beef,100,134,4.2,1.6,73,55,94.1,13,0,6.544,0.662,0.121,0.076,0,0,0,0,0,0,0,0.95,0.635,0,0.29,0.29,1.2,22,0.076,1.59,23,0.011,209,353,30.4,3.96,22.53,1.37,1.457,2.052,0.291,3.382,1.372,0.719,0.237,1.025,1.792,1.904,0.5870.890,1.074,0.887,0.9,0.148,0.718,1.118,0,0,0,0,0,0,0,0,0,4.2,1.553,1.69,0.182,73,0,1.06,0,0,72.9,,
 select,raw,Beef,100,133,3.9,1.4,40,57,96.4,13,0,6.703,0.678,0.124,0.078,0,0,0,0,0,0,0,0.98,0.651,0,0.29,0.29,1.2,23,0.078,1.63,24,0.011,214,361,31.2,4.05,23.07,1.403,1.492,2.102,0.298,3.464,1.405,0.736,0.242,1.05,1.835,1.95,0.6010.911,1.1,0.909,0.922,0.152,0.735,1.145,0,0,0,0,0,0,0,0,0,3.88,1.432,1.559,0.168,40,0,0.99,0,0,72.68,,
 choice,raw,Beef,100,154,7.1,2.1,64,54,88.4,13,0,7.17,0.63,0.104,0.059,0,0,0,0,0,0,0,1.15,0.581,0,0.31,0.31,1.2,27,0.069,1.54,22,0.013,193,323,24.1,3.92,21.17,1.287,1.369,1.929,0.273,3.179,1.289,0.676,0.222,0.963,1.684,1.789,0.5510.836,1.009,0.834,0.846,0.139,0.675,1.05,0,0,0,0,0,0,0,0,0,7.06,2.132,3.045,0.288,64,0,1.02,0,0,71.33,,
 allrades,raw,Beef,100,135,4.1,1.4,55,61,95.7,13,0,6.873,0.677,0.149,0.093,0,0,0,0,0,0,0,1.62,0.677,0,0.27,0.27,1.1,20,0.102,1.99,25,0.014,222,362,29.2,4.36,22.91,1.393,1.481,2.087,0.296,3.439,1.395,0.731,0.241,1.042,1.822,1.936,0.5970.905,1.092,0.902,0.915,0.151,0.73,1.136,0,0,0,0,0,0,0,0,0,4.09,1.399,1.721,0.175,55,0,1.13,0,0,75.02,,
 select,raw,Beef,100,215,14,6.2,62,52,83.1,3,0,5.136,0,0.175,0.052,15,4,0,0,0,0,0,1.7,0.576,0.04.00,0.2,0.2,1.3,23,0.047,1.73,10,0.002,188,246,19.2,3.43,20.28,1.276,1.418,2.028,0.213,3.386,1.004,0.793,0.139,0.962,1.796,2.005,0.5600.828,0.936,0.859,0.974,0.227,0.777,1.028,0,0,0,0,0,0,0,0,0,14.19,6.211,6.707,0.663,62,0,0.92,0,0,65,,
 choice,raw,Beef,100,155,6.4,2.4,66,58,95.1,13,0,7.713,0.678,0.112,0.063,0,0,0,0,0,0,0,1.24,0.625,0,0.41,0.41,1.6,29,0.074,1.66,24,0.015,208,348,26,4.22,22.78,1.385,1.473,2.075,0.294,3.419,1.387,0.727,0.239,1.036,1.812,1.925,0.5930.900,1.086,0.897,0.91,0.15,0.726,1.13,0,0,0,0,0,0,0,0,0,6.43,2.378,2.588,0.278,66,0,1.04,0,0,70.3,,
 allrades,raw,Beef,100,153,7.6,3.3,67,70,73.4,3,0,4.827,0.73,0.17,0.075,7,2,0,0,0,0,0,3.07,0.392,0.04.00,0.17,0.17,1.5,15,0.072,2.28,22,0.01,202,371,22.8,8.39,21.29,1.231,1.432,1.961,0.227,3.468,0.948,0.702,0.108,0.932,1.763,1.916,0.6210.830,0.876,0.837,0.964,0.244,0.755,0.985,0,0,0,0,0,0,0,0,0,7.56,3.267,3.71,0.372,67,0,0.94,0,0,70.25,,
 choice,raw,Beef,100,228,16,6.7,62,35,50.5,5,0,5.164,0,0.195,0.047,14,4,0,0,0,0,0,1.66,0.568,0.05.00,0.27,0.27,1.6,21,0.053,1.64,10,0.002,174,229,19.8,3.31,20,1.237,1.35,1.932,0.201,3.254,0.986,0.736,0.137,0.929,1.709,1.892,0.5390.798,0.892,0.817,0.938,0.224,0.74,0.999,0,0,0,0,0,0,0,0,0,15.83,6.684,7.312,0.72,62,0,0.91,0,0,63.43,,
 prime,raw,Beef,100,367,33,14,73,53,0,5,0,2.53,0.31,0.13,0.08,0,0,0,0,0,0,0,2.63,0.28,0,0,0,0,8,0.057,1.65,15,0.011,147,248,16.2,3.58,15.77,0.951,0.997,1.441,0.177,2.369,0.86,0.54,0,0.709,1.246,1.312,0.4040.616,0.696,0.603,0.689,0.177,0.53,0.767,0,0,0,0,0,0,0,0,0,33.26,13.96,14.37,1.23,73,0,0.73,0,0,50.4,,
 select,raw,Beef,100,129,4.2,1.5,59,54,89.2,12,0,6.201,0.627,0.115,0.072,0,0,0,0,0,0,0,0.9,0.602,0,0.28,0.28,1.1,22,0.074,1.55,23,0.011,204,344,29.7,3.85,21.34,1.298,1.38,1.944,0.275,3.204,1.3,0.681,0.224,0.971,1.698,1.804,0.5560.843,1.018,0.841,0.853,0.14,0.68,1.059,0,0,0,0,0,0,0,0,0,4.21,1.5,2.144,0.203,59,0,1.1,0,0,73.48,,
 allrades,raw,Beef,100,265,21,8.4,71,72,73.7,6,0,3.12,0.3,0.15,0.08,0,0,0,0,0,0,0,2.24,0.36,0,0,0,0,6,0.071,1.69,18,0.012,166,264,15.2,4.24,17.65,1.065,1.116,1.613,0.198,2.652,0.963,0.604,0,0.794,1.395,1.469,0.4520.689,0.78,0.675,0.771,0.198,0.593,0.859,0,0,0,0,0,0,0,0,0,20.98,8.42,9.53,0.69,71,0,0.82,0,0,59.96,,
 select,raw,Beef,100,124,4.1,1.6,69,85,62.2,3,0,6.205,0.77,0.165,0.08,7,2,0,0,0,0,0,1.95,0.63,0.03.00,0.11,0.11,1.5,13,0.066,2.08,24,0.002,218,353,27.1,5.3,21.74,1.257,1.462,2.002,0.231,3.541,0.968,0.717,0.11,0.952,1.8,1.956,0.6340.848,0.895,0.854,0.985,0.249,0.771,1.006,0,0,0,0,0,0,0,0,0,4.14,1.58,2.3,0.23,69,0,1.07,0,0,73.43,,
 choice,raw,Beef,100,227,17,7.2,68,66,61.3,3,0,4.34,0.642,0.141,0.07,14,4,0,0,0,0,0,2.74,0.326,0.05.00,0.15,0.15,1.5,14,0.065,2.1,19,0.008,179,330,19.9,7.3,18.86,1.076,1.242,1.691,0.198,2.983,0.86,0.611,0.129,0.802,1.517,1.649,0.5360.718,0.775,0.724,0.83,0.212,0.65,0.852,0,0,0,0,0,0,0,0,0,16.85,7.176,7.978,0.65,68,0,0.84,0,0,63.98,,
 choice,raw,Lamb,100,260,21,9.2,71,60,0,19,0,6.09,0.69,0.22,0.11,0,0,0,0,0,0,0,2.44,0.13,0,0.21,0.21,0,14,0.102,1.56,21,0.019,159,238,19.3,3.43,16.79,1.01,0.997,1.478,0.2,2.436,0.82,0.532,0,0.81,1.306,1.483,0.4310.683,0.704,0.624,0.719,0.196,0.564,0.906,0,0,0,0,0,0,0,0,0,20.9,9.15,8.58,1.65,71,0,0.9,0,0,61.76,,
 choice,raw,Beef,100,137,5.8,2,67,82,65.1,3,0,6.452,0.68,0.165,0.07,6,2,0,0,0,0,0,1.73,0.617,0.04.00,0.17,0.17,1.5,13,0.073,2.04,24,0.002,224,367,22.9,5.15,21.28,1.23,1.431,1.959,0.227,3.466,0.948,0.702,0.107,0.932,1.762,1.915,0.6210.830,0.876,0.836,0.964,0.244,0.755,0.984,0,0,0,0,0,0,0,0,0,5.75,1.993,2.96,0.262,67,0,1,0,0,72.21,,
 choice,raw,Lamb,100,244,19,8.2,70,61,0,19,0,6.08,0.69,0.22,0.11,0,0,0,0,0,0,0,2.47,0.13,0,0,0,0,14,0.104,1.58,22,0.02,162,244,19.8,3.52,17.19,1.034,1.021,1.513,0.205,2.494,0.84,0.545,0,0.829,1.337,1.518,0.4410.700,0.721,0.639,0.736,0.201,0.578,0.928,0,0,0,0,0,0,0,0,0,18.94,8.24,7.77,1.5,70,0,0.92,0,0,63.3,,
 select,raw,Beef,100,216,16,6.6,68,68,65.3,3,0,4.377,0.656,0.143,0.078,15,4,0,0,0,0,0,2.64,0.405,0.04.00,0.14,0.14,1.5,14,0.062,2.14,20,0.009,184,342,19.7,7.36,18.86,1.076,1.242,1.692,0.198,2.983,0.861,0.611,0.129,0.802,1.517,1.649,0.5360.718,0.775,0.725,0.83,0.212,0.65,0.853,0,0,0,0,0,0,0,0,0,15.6,6.644,7.381,0.689,68,0,0.89,0,0,65.24,,
 select,raw,Beef,100,128,3.7,1.3,59,62,92.6,13,0,6.598,0.651,0.141,0.091,0,0,0,0,0,0,0,1.3,0.652,0,0.29,0.29,1.1,21,0.103,1.9,24,0.014,217,361,30.8,4.42,22.18,1.349,1.434,2.02,0.286,3.33,1.351,0.708,0.233,1.009,1.764,1.875,0.5780.876,1.057,0.874,0.886,0.146,0.707,1.1,0,0,0,0,0,0,0,0,0,3.66,1.253,1.542,0.157,59,0,1.08,0,0,73.17,,
 select,raw,Beef,100,164,7.7,3,68,63,92.6,12,0,6.51,0.628,0.118,0.09,0,0,0,0,0,0,0,1.32,0.659,0,0.3,0.3,1.2,25,0.095,1.74,24,0.013,214,357,26.3,4.1,22.18,1.348,1.434,2.02,0.286,3.329,1.35,0.708,0.233,1.009,1.764,1.874,0.5770.876,1.057,0.874,0.886,0.146,0.707,1.1,0,0,0,0,0,0,0,0,0,7.68,3.023,3.317,0.293,68,0,1.08,0,0,69.29,,
 choice,raw,Beef,100,168,8.2,3.2,69,57,91.6,12,0,6.667,0.64,0.151,0.084,0,0,0,0,0,0,0,1.86,0.648,0,0.33,0.33,1.3,17,0.098,1.97,24,0.013,211,341,26.7,4.06,21.94,1.334,1.419,1.999,0.283,3.294,1.336,0.7,0.231,0.998,1.745,1.854,0.5710.867,1.046,0.864,0.876,0.144,0.699,1.088,0,0,0,0,0,0,0,0,0,8.19,3.224,3.538,0.313,69,0,1.11,0,0,68.8,,
 choice,raw,Beef,100,128,3.4,1.2,60,57,95.6,14,0,6.958,0.681,0.165,0.096,0,0,0,0,0,0,0,1.91,0.672,0.02.00,0.29,0.29,1.2,20,0.101,2.12,25,0.014,221,351,28.6,4.28,22.88,1.391,1.479,2.084,0.295,3.434,1.393,0.73,0.24,1.041,1.82,1.933,0.5960.904,1.091,0.901,0.914,0.15,0.729,1.135,0,0,0,0,0,0,0,0,0,3.38,1.158,1.425,0.159,60,0,1.1,0,0,72.89,,
 choice,raw,Beef,100,140,5,1.7,62,56,92.8,13,0,6.757,0.436,0.16,0.093,0,0,0,0,0,0,0,1.85,0.653,0,0.3,0.3,1.2,19,0.098,2.06,24,0.014,215,341,27.7,4.16,22.22,1.351,1.436,2.024,0.287,3.335,1.353,0.709,0.233,1.011,1.767,1.877,0.5790.877,1.059,0.875,0.887,0.146,0.708,1.102,0,0,0,0,0,0,0,0,0,4.96,1.699,2.09,0.213,62,0,1.06,0,0,71.99,,
 select,raw,Beef,100,119,2.6,0.9,58,62,93.2,13,0,6.637,0.655,0.142,0.091,0,0,0,0,0,0,0,1.3,0.655,0,0.28,0.28,1.1,22,0.104,1.92,25,0.014,219,364,31.1,4.46,22.31,1.356,1.443,2.032,0.288,3.35,1.359,0.712,0.234,1.015,1.775,1.886,0.5810.881,1.064,0.879,0.891,0.147,0.711,1.107,0,0,0,0,0,0,0,0,0,2.62,0.898,1.105,0.113,58,0,1.05,0,0,73.97,,
 choice,raw,Beef,100,322,28,12,71,54,68.2,5,0,2.78,0.31,0.13,0.08,0,0,0,0,0,0,0,2.79,0.31,0,0,0,0,9,0.058,1.72,16,0.012,154,267,16.3,3.66,16.34,0.985,1.032,1.492,0.183,2.454,0.891,0.559,0,0.734,1.291,1.359,0.4180.638,0.721,0.625,0.714,0.183,0.549,0.795,0,0,0,0,0,0,0,0,0,27.93,11.51,12.02,1.01,71,0,0.77,0,0,53.85,,
 allrades,raw,Beef,100,277,22,9,92,59,74.9,10,0,4.041,0.516,0.13,0.065,0,0,0,0,0,0,0,1.54,0.425,0,0.44,0.44,1.7,16,0.077,1.59,18,0.011,165,276,19.4,4.32,17.94,1.17,1.245,1.753,0.248,2.89,1.172,0.614,0.202,0.876,1.531,1.627,0.5010.760,0.918,0.758,0.769,0.127,0.613,0.955,0,0,0,0,0,0,0,0,0,22.18,8.951,9.498,0.844,92,0,0.81,0,0,59.07,,
 separable lean and fat only,raw,Pork,100,157,7.9,2.8,59,64,70.5,0,0,6.564,0.831,0.227,0.599,14,4,0,0,0,0,0,0.49,0.546,0.018.00,0.19,0.19,0,6,0.053,0.74,21,0.009,233,372,37.1,1.74,20.54,1.177,1.324,1.921,0.232,3.138,0.928,0.836,0.072,0.973,1.691,1.827,0.5630.853,0.831,0.858,0.903,0.244,0.814,1.039,0.76,0,0,0,0,0,0,0,0,7.94,2.767,3.408,1.37,59,0,1.07,0,0,69.7,,
 select,raw,Beef,100,161,9,3.9,80,93,71.1,3,0,3.56,0.72,0.2,0.08,8,2,0,0,0,0,0,3.56,0.323,0.04.00,0.16,0.16,1.5,12,0.081,2.34,20,0.013,181,303,21.4,8.14,20.14,1.164,1.355,1.854,0.214,3.28,0.897,0.664,0.102,0.882,1.667,1.812,0.5870.785,0.829,0.791,0.912,0.231,0.714,0.932,0,0,0,0,0,0,0,0,0,8.99,3.94,4.59,0.41,80,0,0.93,0,0,70.24,,
 choice,raw,Beef,100,175,11,4.6,73,81,74.3,3,0,3.567,0.74,0.2,0.08,6,2,0,0,0,0,0,3.32,0.311,0.05.00,0.17,0.17,1.5,11,0.079,2.53,21,0.014,187,313,22.3,8.25,19.38,1.12,1.303,1.784,0.206,3.156,0.863,0.639,0.098,0.848,1.604,1.743,0.5650.755,0.798,0.761,0.878,0.222,0.687,0.896,0.29,0,0,0,0,0,0,0,0,10.7,4.55,5.723,0.427,73,0,0.9,0,0,68.73,,
 separable lean and fat,raw,Pork,100,211,14,4.9,60,42,0,6,0,4.638,0.703,0.247,0.779,6,0,0,0,0,0,0,0.5,0.417,0.354.00,0.29,0.29,0,5,0.054,0.71,20,0.009,193,384,32,1.57,19.9,1.169,1.258,1.827,0.25,3.063,1.038,0.774,0,0.916,1.584,1.78,0.5170.791,0.85,0.822,0.897,0.245,0.68,1.072,0,0,0,0,0,0,0,0,0,14.01,4.86,6.25,1.5,60,0,0.89,0,0,66.15,,
 select,raw,Beef,100,288,24,9.9,70,55,70,5,0,2.85,0.31,0.13,0.08,0,0,0,0,0,0,0,2.86,0.32,0,0,0,0,9,0.059,1.77,17,0.012,159,278,15.8,3.79,16.75,1.011,1.059,1.531,0.188,2.517,0.914,0.574,0,0.753,1.324,1.394,0.4290.654,0.74,0.641,0.732,0.188,0.563,0.815,0,0,0,0,0,0,0,0,0,23.95,9.88,10.32,0.86,70,0,0.79,0,0,57.48,,
 allrades,raw,Beef,100,248,19,7.8,71,68,71.7,5,0,2.18,0.29,0.17,0.1,0,0,0,0,0,0,0,3.4,0.36,0,0,0,0,10,0.073,2.04,17,0.012,162,271,16.2,4.98,17.16,1.035,1.085,1.568,0.192,2.579,0.936,0.588,0,0.772,1.357,1.428,0.4390.670,0.758,0.656,0.75,0.192,0.577,0.835,0,0,0,0,0,0,0,0,0,19.41,7.82,8.52,0.71,71,0,0.82,0,0,61.23,,
 choice,raw,Lamb,100,125,4.2,1.5,64,61,0,23,0,6.19,0.7,0.25,0.14,0,0,0,0,0,0,0,2.64,0.17,0,0.2,0.2,0,6,0.124,1.82,27,0.024,195,290,23.4,3.89,20.52,1.234,1.219,1.806,0.245,2.977,1.002,0.65,0,0.99,1.596,1.812,0.5270.835,0.861,0.763,0.878,0.24,0.69,1.107,0,0,0,0,0,0,0,0,0,4.19,1.5,1.69,0.38,64,0,1.08,0,0,74.44,,
 choice,raw,Lamb,100,151,7.6,2.7,67,70,0,23,0,5.19,0.7,0.22,0.12,0,0,0,0,0,0,0,2.83,0.16,0,0.22,0.22,0,16,0.107,1.62,24,0.024,183,268,22,5.11,19.29,1.16,1.146,1.698,0.23,2.799,0.942,0.611,0,0.93,1.5,1.703,0.4950.785,0.809,0.717,0.825,0.225,0.648,1.041,0,0,0,0,0,0,0,0,0,7.63,2.73,3.07,0.7,67,0,1.03,0,0,72.36,,
 allrades,raw,Beef,100,239,18,7.1,70,60,0,3,0,4.576,0,0.242,0.09,0,0,0,0,0,0,0,1.75,0.44,0,0.08,0.08,0,9,0.068,1.84,20,0,143,258,19.8,4.59,19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,17.91,7.055,8.072,0.701,70,0,0.82,0,0,61.7,,
 allrades,raw,Beef,100,201,13,5.1,75,52,84.8,11,0,5.986,0.584,0.098,0.063,0,0,0,0,0,0,0,1.05,0.554,0,0.36,0.36,1.4,24,0.069,1.48,21,0.011,187,315,22.9,3.55,20.3,1.234,1.313,1.849,0.262,3.048,1.236,0.648,0.213,0.924,1.615,1.716,0.5290.802,0.968,0.8,0.811,0.133,0.647,1.007,0,0,0,0,0,0,0,0,0,12.71,5.127,5.44,0.483,75,0,1.03,0,0,66.09,,
 allrades,raw,Beef,100,126,4,1.4,57,54,88,12,0,6.217,0.623,0.135,0.084,0,0,0,0,0,0,0,1.47,0.612,0,0.27,0.27,1.1,18,0.091,1.77,22,0.013,198,323,26,3.89,21.07,1.281,1.362,1.919,0.272,3.163,1.283,0.672,0.221,0.959,1.676,1.781,0.5490.832,1.004,0.83,0.842,0.138,0.671,1.045,0,0,0,0,0,0,0,0,0,3.95,1.376,1.641,0.201,57,0,1.03,0,0,74.48,,
 allrades,raw,Beef,100,132,4.2,1.6,65,74,92.3,13,0,5.069,0.654,0.16,0.081,0,0,0,0,0,0,0,1.88,0.532,0,0.28,0.28,1.1,16,0.093,1.93,23,0.014,203,337,25.2,5.55,22.11,1.344,1.429,2.013,0.285,3.318,1.346,0.705,0.232,1.006,1.758,1.868,0.5760.873,1.054,0.871,0.883,0.145,0.704,1.097,0,0,0,0,0,0,0,0,0,4.19,1.553,1.756,0.181,65,0,1.01,0,0,73.32,,
 allrades,raw,Beef,100,247,18,8.4,85,50,81.9,11,0,5.782,0.56,0.095,0.061,0,0,0,0,0,0,0,1.01,0.535,0,0.41,0.41,1.6,23,0.067,1.42,20,0.011,180,302,22,3.41,19.61,1.192,1.268,1.786,0.253,2.943,1.194,0.626,0.189,0.892,1.56,1.657,0.5110.774,0.935,0.772,0.783,0.129,0.625,0.973,0,0,0,0,0,0,0,0,0,18.16,8.41,8.93,0.79,85,0,0.92,0,0,61.52,,
 choice,raw,Beef,100,336,30,13,76,53,0,3,0,3.649,0,0.214,0.074,18,6,0,0,0,0,0,1.53,0.349,0,0,0,1.5,9,0.059,1.61,17,0,122,214,17.3,3.76,15.75,0.974,1.063,1.521,0.159,2.562,0.777,0.58,0.108,0.732,1.345,1.489,0.4240.628,0.702,0.643,0.738,0.177,0.582,0.787,0.9,0,0,0,0,0,0,0,0,29.89,13.296,14.553,1.219,76,0,0.72,0,0,52.74,,
 select,raw,Beef,100,305,26,12,73,52,0,3,0,4.046,0,0.203,0.076,19,6,0,0,0,0,0,1.59,0.397,0.07.00,0,0,1.5,10,0.06,1.66,17,0,117,224,16.7,4,16.75,1.054,1.172,1.675,0.176,2.797,0.829,0.655,0.114,0.795,1.484,1.656,0.4630.684,0.773,0.71,0.804,0.188,0.642,0.849,0.6,0,0,0,0,0,0,0,0,26.23,11.663,12.698,1.1,73,0,0.75,0,0,55.67,,
 choice,raw,Beef,100,187,11,4.4,64,88,0,3,0,3.509,0,0.219,0.082,7,2,0,0,0,0,0,3.21,0.39,0.04.00,0,0,1.5,6,0.143,2.64,24,0,210,357,25.5,7.8,19.46,1.213,1.358,1.956,0.202,3.316,0.874,0.744,0.098,0.951,1.743,1.94,0.5400.810,0.848,0.822,0.956,0.23,0.758,1.006,1.75,0,0,0,0,0,0,0,0,11.4,4.359,5.171,0.453,64,0,0.89,0,0,66.5,,
 select,raw,Beef,100,169,9.4,3.6,63,84,0,3,0,3.62,0,0.267,0.145,8,2,0,0,0,0,0,2.57,0.37,0.03.00,0,0,1.5,7,0.131,2.95,25,0,223,365,25.2,8.42,20.05,1.418,1.609,2.313,0.241,3.881,1.026,0.905,0.101,1.106,2.061,2.313,0.6330.945,1.016,0.975,1.116,0.261,0.895,1.166,1.15,0,0,0,0,0,0,0,0,9.39,3.626,4.082,0.344,63,0,0.88,0,0,68.53,,
 prime,raw,Beef,100,355,32,13,72,53,67.5,5,0,2.75,0.3,0.13,0.08,0,0,0,0,0,0,0,2.76,0.31,0,0,0,0,9,0.057,1.7,16,0.011,152,263,20.7,3.6,16.15,0.974,1.021,1.475,0.181,2.426,0.881,0.553,0,0.726,1.276,1.344,0.4130.630,0.713,0.618,0.705,0.181,0.543,0.785,0,0,0,0,0,0,0,0,0,31.66,13.22,13.77,1.15,72,0,0.76,0,0,51.51,,
 separable lean and fat,raw,Pork,100,186,11,2.4,58,56,54.8,0,0,6.331,0.693,0.177,0.456,8,2,0,0,0,0,0,0.54,0.682,0.026.00,0.12,0.12,0,25,0.065,0.59,23,0.008,203,337,35.5,1.85,20.28,1.191,1.35,1.984,0.234,3.238,0.914,0.876,0.052,0.998,1.728,1.881,0.5590.853,0.82,0.877,0.911,0.214,0.772,1.06,0,0,0,0,0,0,0,0,0,11.04,2.365,2.756,0.964,58,0,0.95,0,0,67.83,,
 choice,raw,Beef,100,156,7.7,3.1,63,51,84.2,11,0,6.127,0.589,0.139,0.077,0,0,0,0,0,0,0,1.71,0.595,0,0.3,0.3,1.2,15,0.089,1.78,21,0.012,191,309,24.2,3.68,20.16,1.226,1.304,1.836,0.26,3.027,1.228,0.643,0.212,0.917,1.604,1.704,0.5250.796,0.961,0.794,0.805,0.133,0.642,1,0,0,0,0,0,0,0,0,0,7.73,3.066,3.324,0.305,63,0,0.99,0,0,71.4,,
 select,raw,Beef,100,145,6.3,2.5,61,58,86.9,11,0,6.107,0.589,0.111,0.085,0,0,0,0,0,0,0,1.24,0.618,0,0.29,0.29,1.2,23,0.087,1.59,22,0.012,196,327,24.1,3.75,20.8,1.265,1.345,1.895,0.268,3.123,1.267,0.664,0.219,0.946,1.655,1.758,0.5420.822,0.992,0.819,0.831,0.137,0.663,1.032,0,0,0,0,0,0,0,0,0,6.28,2.489,2.699,0.247,61,0,1.01,0,0,72.62,,
 choice,raw,Lamb,100,132,5.2,1.9,64,69,0,24,0,6,0.72,0.23,0.12,0,0,0,0,0,0,0,2.67,0.15,0,0.22,0.22,0,12,0.116,1.74,25,0.024,186,287,22.7,4.15,19.99,1.202,1.188,1.76,0.239,2.901,0.976,0.633,0,0.965,1.555,1.766,0.5130.814,0.839,0.743,0.856,0.234,0.672,1.079,0,0,0,0,0,0,0,0,0,5.2,1.86,2.09,0.48,64,0,1.07,0,0,74.14,,
 allrades,raw,Beef,100,189,12,4.6,65,58,81.9,7,0,3.16,0.33,0.18,0.11,0,0,0,0,0,0,0,3.01,0.41,0,0,0,0,5,0.076,2,22,0.013,193,329,19.6,4.41,19.6,1.182,1.239,1.79,0.22,2.944,1.069,0.671,0,0.881,1.549,1.631,0.5020.765,0.865,0.749,0.856,0.22,0.659,0.953,0,0,0,0,0,0,0,0,0,11.67,4.6,5,0.46,65,0,0.95,0,0,66.1,,
 allrades,raw,Beef,100,137,6,2.6,69,85,69.3,3,0,4.593,0.655,0.16,0.065,6,2,0,0,0,0,0,2.95,0.403,0.04.00,0.2,0.2,1.5,18,0.065,2.18,21,0.011,204,357,22.5,8.21,20.61,1.191,1.386,1.898,0.219,3.356,0.918,0.68,0.104,0.902,1.706,1.854,0.6010.803,0.848,0.81,0.933,0.236,0.731,0.953,0,0,0,0,0,0,0,0,0,6.01,2.55,3.11,0.31,69,0,1.03,0,0,72.48,,
 separable lean only,raw,Beef,100,122,3.9,1.6,54,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.53,0,0,0,0,0,0,21.9,1.266,1.473,2.016,0.233,3.566,0.975,0.722,0.111,0.959,1.813,1.97,0.6390.854,0.901,0.86,0.992,0.251,0.777,1.013,0,0,0,0,0,0,0,0,0,3.87,1.601,1.495,0.338,54,0,1.11,0,0,74.1,,
 Aust. marble score 4/5,raw,Beef,100,317,28,10,76,52,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1.68,0,0,0,0,0,0,17.07,0.904,1.052,1.441,0.167,2.548,0.697,0.516,0.079,0.685,1.295,1.408,0.4560.610,0.644,0.615,0.709,0.179,0.555,0.724,0,0,0,0,0,0,0,0,0,27.64,10.329,13.685,0.763,76,0,0.78,0,0,54.63,,
 Aust. marble score 9,raw,Beef,100,405,38,14,82,57,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1.82,0,0,0,0,0,0,14.54,0.765,0.89,1.218,0.141,2.154,0.589,0.436,0.067,0.579,1.095,1.19,0.3860.516,0.544,0.52,0.599,0.152,0.469,0.612,0.42,0,0,0,0,0,0,0,0,38.3,13.942,19.576,1.153,82,0,0.61,0,0,46.27,,
 Aust. marble score 4/5,raw,Beef,100,206,14,6.1,60,63,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2.2,0,0,0,0,0,0,19.71,1.126,1.31,1.794,0.207,3.173,0.868,0.643,0.098,0.853,1.613,1.753,0.5680.760,0.802,0.765,0.882,0.223,0.691,0.901,0,0,0,0,0,0,0,0,0,14.09,6.105,6.167,0.531,60,0,1.02,0,0,65.2,,
 separable lean and fat,raw,Pork,100,211,15,4.9,69,57,34.7,3,0,4.73,0.899,0.255,0.622,6,1,0,0,0,0,0,0.67,0.504,0.329.00,0.12,0.12,0,11,0.075,0.89,21,0.014,195,319,28.5,2.27,18.22,1.073,1.19,1.723,0.218,2.841,0.915,0.742,0.024,0.863,1.498,1.657,0.4850.744,0.774,0.771,0.816,0.205,0.654,0.963,0,0,0,0,0,0,0,0,0,14.79,4.918,6.102,1.726,69,0,0.88,0,0,65.99,,
 Aust. marble score 4/5,raw,Beef,100,234,17,6.5,72,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1.89,0,0,0,0,0,0,20.35,1.176,1.369,1.874,0.217,3.314,0.906,0.671,0.103,0.891,1.684,1.831,0.5930.793,0.838,0.799,0.921,0.233,0.722,0.941,0,0,0,0,0,0,0,0,0,16.93,6.536,8.451,0.523,72,0,0.91,0,0,61.92,,
